statename,sector,sector_type,wealth_index,bpl,aadhar,health_insu_govt,household_has_preg_benefits,household_has_preg_fin,household_health_met,household_angan_benefits,household_angan_immun,household_angan_ecc,round,year,dem
Tamil Nadu,0,Rural,5,0.18,1.00,0.63,0.30,0.18,0.33,0.28,0.24,0.07,5,2019,All Households
Tamil Nadu,1,Urban,1,0.30,0.98,0.63,0.22,0.12,0.21,0.19,0.15,0.07,5,2019,All Households
Tamil Nadu,1,Urban,2,0.28,0.98,0.57,0.24,0.15,0.27,0.22,0.18,0.11,5,2019,All Households
Tamil Nadu,1,Urban,3,0.28,0.99,0.58,0.28,0.18,0.28,0.25,0.20,0.08,5,2019,All Households
Tamil Nadu,1,Urban,4,0.22,0.99,0.56,0.27,0.18,0.26,0.24,0.20,0.08,5,2019,All Households
Tamil Nadu,1,Urban,5,0.14,1.00,0.46,0.20,0.11,0.19,0.18,0.13,0.04,5,2019,All Households
Tamil Nadu,99,All,1,0.33,0.98,0.65,0.24,0.13,0.22,0.21,0.18,0.09,5,2019,All Households
Tamil Nadu,99,All,2,0.32,0.99,0.68,0.26,0.16,0.27,0.24,0.20,0.10,5,2019,All Households
Tamil Nadu,99,All,3,0.30,0.99,0.67,0.31,0.20,0.30,0.28,0.24,0.11,5,2019,All Households
Tamil Nadu,99,All,4,0.23,1.00,0.61,0.31,0.19,0.29,0.28,0.23,0.09,5,2019,All Households
Tamil Nadu,99,All,5,0.15,1.00,0.49,0.22,0.12,0.21,0.20,0.15,0.04,5,2019,All Households
Telangana,0,Rural,1,0.94,0.99,0.69,0.29,0.09,0.27,0.28,0.24,0.17,5,2019,All Households
Telangana,0,Rural,2,0.94,0.99,0.76,0.28,0.09,0.31,0.25,0.21,0.14,5,2019,All Households
Telangana,0,Rural,3,0.94,1.00,0.77,0.28,0.09,0.35,0.25,0.21,0.14,5,2019,All Households
Telangana,0,Rural,4,0.88,1.00,0.72,0.28,0.08,0.40,0.26,0.21,0.13,5,2019,All Households
Telangana,0,Rural,5,0.77,1.00,0.61,0.30,0.07,0.38,0.26,0.21,0.12,5,2019,All Households
Telangana,1,Urban,1,0.89,0.97,0.60,0.34,0.12,0.21,0.28,0.23,0.13,5,2019,All Households
Telangana,1,Urban,2,0.85,0.98,0.57,0.27,0.09,0.24,0.24,0.22,0.11,5,2019,All Households
Telangana,1,Urban,3,0.88,0.99,0.61,0.28,0.09,0.23,0.24,0.20,0.11,5,2019,All Households
Telangana,1,Urban,4,0.82,0.99,0.56,0.26,0.08,0.27,0.24,0.20,0.11,5,2019,All Households
Telangana,1,Urban,5,0.60,1.00,0.39,0.19,0.04,0.22,0.18,0.16,0.08,5,2019,All Households
Telangana,99,All,1,0.94,0.99,0.69,0.30,0.09,0.26,0.28,0.24,0.17,5,2019,All Households
Telangana,99,All,2,0.93,0.99,0.74,0.28,0.09,0.30,0.25,0.21,0.13,5,2019,All Households
Telangana,99,All,3,0.93,1.00,0.74,0.28,0.09,0.32,0.25,0.21,0.13,5,2019,All Households
Telangana,99,All,4,0.86,1.00,0.65,0.28,0.08,0.34,0.25,0.21,0.12,5,2019,All Households
Telangana,99,All,5,0.63,1.00,0.43,0.21,0.05,0.25,0.20,0.17,0.08,5,2019,All Households
Telangana,0,Rural,1,0.95,0.99,0.71,0.24,0.08,0.18,0.35,0.26,0.17,4,2015,All Households
Telangana,0,Rural,2,0.94,0.99,0.78,0.22,0.06,0.18,0.30,0.25,0.14,4,2015,All Households
Telangana,0,Rural,3,0.94,0.99,0.80,0.24,0.05,0.18,0.29,0.22,0.15,4,2015,All Households
Telangana,0,Rural,4,0.88,0.99,0.72,0.23,0.04,0.18,0.28,0.23,0.12,4,2015,All Households
Telangana,0,Rural,5,0.68,0.99,0.59,0.20,0.03,0.13,0.23,0.17,0.10,4,2015,All Households
Telangana,1,Urban,1,0.92,0.94,0.60,0.20,0.00,0.14,0.20,0.20,0.03,4,2015,All Households
Telangana,1,Urban,2,0.82,0.94,0.58,0.22,0.11,0.16,0.27,0.23,0.12,4,2015,All Households
Telangana,1,Urban,3,0.86,0.97,0.60,0.14,0.05,0.13,0.22,0.17,0.07,4,2015,All Households
Telangana,1,Urban,4,0.80,0.98,0.54,0.13,0.05,0.10,0.19,0.14,0.06,4,2015,All Households
Telangana,1,Urban,5,0.54,0.98,0.35,0.09,0.02,0.07,0.10,0.07,0.02,4,2015,All Households
Telangana,99,All,1,0.95,0.99,0.70,0.24,0.07,0.18,0.34,0.26,0.16,4,2015,All Households
Telangana,99,All,2,0.93,0.99,0.75,0.22,0.07,0.17,0.30,0.24,0.14,4,2015,All Households
Telangana,99,All,3,0.91,0.99,0.74,0.21,0.05,0.17,0.27,0.21,0.13,4,2015,All Households
Telangana,99,All,4,0.83,0.98,0.62,0.17,0.05,0.14,0.23,0.18,0.09,4,2015,All Households
Telangana,99,All,5,0.55,0.98,0.38,0.10,0.02,0.08,0.12,0.08,0.03,4,2015,All Households
Tripura,0,Rural,1,0.57,0.98,0.24,0.33,0.08,0.28,0.31,0.19,0.14,5,2019,All Households
Tripura,0,Rural,2,0.49,1.00,0.23,0.30,0.06,0.31,0.27,0.16,0.13,5,2019,All Households
Tripura,0,Rural,3,0.34,1.00,0.19,0.30,0.07,0.31,0.29,0.18,0.12,5,2019,All Households
Tripura,0,Rural,4,0.14,0.99,0.13,0.28,0.04,0.28,0.24,0.15,0.08,5,2019,All Households
Tripura,0,Rural,5,0.23,1.00,0.10,0.47,0.00,0.35,0.47,0.37,0.08,5,2019,All Households
Tripura,1,Urban,1,0.57,0.96,0.14,0.30,0.06,0.21,0.29,0.19,0.19,5,2019,All Households
Tripura,1,Urban,2,0.49,1.00,0.18,0.22,0.08,0.18,0.23,0.16,0.14,5,2019,All Households
Tripura,1,Urban,3,0.37,0.99,0.14,0.26,0.06,0.20,0.23,0.13,0.13,5,2019,All Households
Tripura,1,Urban,4,0.18,1.00,0.06,0.20,0.06,0.17,0.25,0.12,0.11,5,2019,All Households
Tripura,1,Urban,5,0.04,1.00,0.03,0.17,0.05,0.05,0.12,0.06,0.08,5,2019,All Households
Tripura,99,All,1,0.57,0.98,0.23,0.33,0.08,0.28,0.31,0.19,0.15,5,2019,All Households
Tripura,99,All,2,0.49,1.00,0.22,0.28,0.07,0.28,0.26,0.16,0.13,5,2019,All Households
Tripura,99,All,3,0.35,0.99,0.17,0.28,0.06,0.26,0.27,0.15,0.13,5,2019,All Households
Tripura,99,All,4,0.17,1.00,0.08,0.23,0.05,0.21,0.24,0.13,0.10,5,2019,All Households
Tripura,99,All,5,0.07,1.00,0.04,0.22,0.04,0.10,0.18,0.10,0.08,5,2019,All Households
Tripura,0,Rural,1,0.49,0.92,0.69,0.16,0.10,0.04,0.34,0.17,0.17,4,2015,All Households
Tripura,0,Rural,2,0.48,0.96,0.78,0.18,0.12,0.07,0.29,0.14,0.15,4,2015,All Households
Tripura,0,Rural,3,0.27,0.96,0.61,0.14,0.10,0.07,0.22,0.09,0.10,4,2015,All Households
Tripura,0,Rural,4,0.07,0.94,0.34,0.18,0.08,0.06,0.19,0.10,0.05,4,2015,All Households
Tripura,0,Rural,5,0.02,0.96,0.24,0.08,0.00,0.00,0.08,0.05,0.05,4,2015,All Households
Tripura,1,Urban,1,0.37,0.90,0.45,0.12,0.04,0.07,0.23,0.08,0.10,4,2015,All Households
Tripura,1,Urban,2,0.36,0.94,0.55,0.16,0.08,0.05,0.27,0.11,0.11,4,2015,All Households
Tripura,1,Urban,3,0.24,0.97,0.44,0.12,0.09,0.05,0.20,0.11,0.10,4,2015,All Households
Tripura,1,Urban,4,0.10,0.95,0.18,0.06,0.04,0.04,0.09,0.04,0.04,4,2015,All Households
Tripura,1,Urban,5,0.02,0.93,0.08,0.04,0.02,0.01,0.04,0.02,0.00,4,2015,All Households
Tripura,99,All,1,0.49,0.92,0.67,0.15,0.09,0.05,0.34,0.17,0.16,4,2015,All Households
Tripura,99,All,2,0.47,0.96,0.75,0.18,0.11,0.07,0.28,0.13,0.14,4,2015,All Households
Tripura,99,All,3,0.26,0.97,0.55,0.13,0.10,0.06,0.21,0.10,0.10,4,2015,All Households
Tripura,99,All,4,0.09,0.95,0.23,0.10,0.06,0.04,0.12,0.06,0.05,4,2015,All Households
Tripura,99,All,5,0.02,0.93,0.10,0.04,0.02,0.01,0.04,0.03,0.01,4,2015,All Households
Uttar Pradesh,0,Rural,1,0.44,0.99,0.02,0.41,0.23,0.44,0.41,0.36,0.13,5,2019,All Households
Uttar Pradesh,0,Rural,2,0.42,0.99,0.02,0.39,0.23,0.43,0.39,0.34,0.13,5,2019,All Households
Uttar Pradesh,0,Rural,3,0.38,0.99,0.02,0.39,0.22,0.42,0.38,0.34,0.12,5,2019,All Households
Uttar Pradesh,0,Rural,4,0.32,0.99,0.02,0.40,0.20,0.43,0.39,0.35,0.13,5,2019,All Households
Uttar Pradesh,0,Rural,5,0.24,0.99,0.04,0.38,0.14,0.38,0.37,0.34,0.12,5,2019,All Households
Uttar Pradesh,1,Urban,1,0.36,0.96,0.02,0.35,0.17,0.36,0.33,0.30,0.10,5,2019,All Households
Uttar Pradesh,1,Urban,2,0.33,0.99,0.01,0.28,0.16,0.37,0.31,0.26,0.10,5,2019,All Households
Uttar Pradesh,1,Urban,3,0.30,0.98,0.01,0.28,0.14,0.32,0.30,0.26,0.08,5,2019,All Households
Uttar Pradesh,1,Urban,4,0.27,0.99,0.02,0.25,0.10,0.29,0.27,0.23,0.09,5,2019,All Households
Uttar Pradesh,1,Urban,5,0.19,0.99,0.04,0.21,0.07,0.24,0.23,0.20,0.07,5,2019,All Households
Uttar Pradesh,99,All,1,0.43,0.99,0.02,0.41,0.23,0.44,0.40,0.35,0.13,5,2019,All Households
Uttar Pradesh,99,All,2,0.42,0.99,0.02,0.38,0.22,0.43,0.38,0.34,0.13,5,2019,All Households
Uttar Pradesh,99,All,3,0.37,0.99,0.02,0.37,0.20,0.40,0.36,0.32,0.11,5,2019,All Households
Uttar Pradesh,99,All,4,0.30,0.99,0.02,0.34,0.16,0.37,0.34,0.30,0.11,5,2019,All Households
Uttar Pradesh,99,All,5,0.20,0.99,0.04,0.26,0.09,0.28,0.28,0.24,0.09,5,2019,All Households
Uttar Pradesh,0,Rural,1,0.35,0.69,0.05,0.22,0.21,0.16,0.27,0.20,0.05,4,2015,All Households
Uttar Pradesh,0,Rural,2,0.32,0.76,0.05,0.24,0.22,0.18,0.28,0.21,0.06,4,2015,All Households
Uttar Pradesh,0,Rural,3,0.25,0.78,0.05,0.25,0.20,0.20,0.29,0.23,0.06,4,2015,All Households
Uttar Pradesh,0,Rural,4,0.16,0.81,0.05,0.24,0.18,0.20,0.26,0.21,0.06,4,2015,All Households
Uttar Pradesh,0,Rural,5,0.12,0.85,0.07,0.23,0.13,0.19,0.25,0.20,0.05,4,2015,All Households
Uttar Pradesh,1,Urban,1,0.32,0.77,0.03,0.16,0.14,0.14,0.17,0.12,0.03,4,2015,All Households
Uttar Pradesh,1,Urban,2,0.23,0.80,0.03,0.15,0.15,0.14,0.21,0.16,0.04,4,2015,All Households
Uttar Pradesh,1,Urban,3,0.19,0.85,0.02,0.15,0.11,0.14,0.16,0.14,0.03,4,2015,All Households
Uttar Pradesh,1,Urban,4,0.16,0.89,0.02,0.14,0.10,0.13,0.13,0.10,0.02,4,2015,All Households
Uttar Pradesh,1,Urban,5,0.08,0.91,0.05,0.11,0.05,0.12,0.08,0.07,0.01,4,2015,All Households
Uttar Pradesh,99,All,1,0.35,0.69,0.05,0.22,0.21,0.16,0.27,0.20,0.05,4,2015,All Households
Uttar Pradesh,99,All,2,0.31,0.76,0.05,0.24,0.21,0.17,0.27,0.21,0.05,4,2015,All Households
Uttar Pradesh,99,All,3,0.24,0.80,0.04,0.23,0.18,0.18,0.26,0.21,0.05,4,2015,All Households
Uttar Pradesh,99,All,4,0.16,0.85,0.04,0.19,0.14,0.16,0.20,0.16,0.04,4,2015,All Households
Uttar Pradesh,99,All,5,0.09,0.90,0.05,0.14,0.07,0.14,0.13,0.10,0.02,4,2015,All Households
Uttarakhand,0,Rural,1,0.60,0.98,0.07,0.35,0.12,0.22,0.28,0.22,0.10,5,2019,All Households
Uttarakhand,0,Rural,2,0.57,0.99,0.08,0.34,0.13,0.22,0.29,0.24,0.08,5,2019,All Households
Uttarakhand,0,Rural,3,0.44,0.99,0.10,0.36,0.14,0.26,0.32,0.24,0.09,5,2019,All Households
Uttarakhand,0,Rural,4,0.33,1.00,0.11,0.42,0.16,0.26,0.34,0.25,0.10,5,2019,All Households
Uttarakhand,0,Rural,5,0.15,1.00,0.13,0.39,0.11,0.28,0.34,0.26,0.08,5,2019,All Households
Uttarakhand,1,Urban,1,0.18,0.89,0.00,0.53,0.18,0.16,0.41,0.27,0.04,5,2019,All Households
Uttarakhand,1,Urban,2,0.20,0.94,0.02,0.52,0.26,0.33,0.46,0.41,0.16,5,2019,All Households
Uttarakhand,1,Urban,3,0.30,0.98,0.05,0.52,0.24,0.32,0.46,0.37,0.14,5,2019,All Households
Uttarakhand,1,Urban,4,0.26,0.99,0.08,0.33,0.12,0.25,0.28,0.22,0.09,5,2019,All Households
Uttarakhand,1,Urban,5,0.15,0.99,0.17,0.28,0.10,0.23,0.25,0.19,0.05,5,2019,All Households
Uttarakhand,99,All,1,0.57,0.98,0.06,0.36,0.13,0.22,0.29,0.22,0.10,5,2019,All Households
Uttarakhand,99,All,2,0.55,0.99,0.07,0.35,0.14,0.23,0.30,0.25,0.09,5,2019,All Households
Uttarakhand,99,All,3,0.42,0.99,0.09,0.39,0.15,0.27,0.34,0.26,0.10,5,2019,All Households
Uttarakhand,99,All,4,0.30,1.00,0.10,0.39,0.15,0.26,0.32,0.24,0.10,5,2019,All Households
Uttarakhand,99,All,5,0.15,0.99,0.16,0.33,0.10,0.25,0.29,0.22,0.06,5,2019,All Households
Uttarakhand,0,Rural,1,0.57,0.37,0.15,0.20,0.12,0.12,0.30,0.14,0.07,4,2015,All Households
Uttarakhand,0,Rural,2,0.57,0.47,0.18,0.18,0.15,0.15,0.32,0.15,0.07,4,2015,All Households
Uttarakhand,0,Rural,3,0.44,0.50,0.17,0.19,0.17,0.17,0.30,0.15,0.07,4,2015,All Households
Uttarakhand,0,Rural,4,0.29,0.59,0.18,0.20,0.17,0.17,0.30,0.17,0.07,4,2015,All Households
Uttarakhand,0,Rural,5,0.13,0.76,0.17,0.17,0.14,0.16,0.27,0.13,0.05,4,2015,All Households
Uttarakhand,1,Urban,1,0.24,0.57,0.02,0.26,0.28,0.06,0.33,0.12,0.08,4,2015,All Households
Uttarakhand,1,Urban,2,0.19,0.62,0.04,0.24,0.12,0.12,0.31,0.18,0.11,4,2015,All Households
Uttarakhand,1,Urban,3,0.24,0.68,0.05,0.25,0.25,0.16,0.37,0.17,0.07,4,2015,All Households
Uttarakhand,1,Urban,4,0.15,0.72,0.07,0.18,0.16,0.14,0.23,0.11,0.05,4,2015,All Households
Uttarakhand,1,Urban,5,0.09,0.81,0.18,0.12,0.10,0.12,0.18,0.07,0.03,4,2015,All Households
Uttarakhand,99,All,1,0.54,0.39,0.14,0.21,0.13,0.11,0.30,0.14,0.07,4,2015,All Households
Uttarakhand,99,All,2,0.54,0.48,0.17,0.18,0.15,0.15,0.32,0.15,0.07,4,2015,All Households
Uttarakhand,99,All,3,0.41,0.53,0.15,0.20,0.18,0.17,0.31,0.16,0.07,4,2015,All Households
Uttarakhand,99,All,4,0.23,0.65,0.14,0.19,0.17,0.16,0.27,0.14,0.06,4,2015,All Households
Uttarakhand,99,All,5,0.10,0.79,0.18,0.14,0.11,0.13,0.21,0.09,0.04,4,2015,All Households
West Bengal,0,Rural,1,0.65,0.98,0.31,0.37,0.15,0.43,0.36,0.21,0.24,5,2019,All Households
West Bengal,0,Rural,2,0.52,0.99,0.32,0.35,0.14,0.48,0.35,0.21,0.24,5,2019,All Households
West Bengal,0,Rural,3,0.35,0.99,0.30,0.36,0.13,0.50,0.35,0.20,0.22,5,2019,All Households
West Bengal,0,Rural,4,0.27,0.99,0.26,0.29,0.07,0.50,0.28,0.15,0.16,5,2019,All Households
West Bengal,0,Rural,5,0.13,1.00,0.14,0.31,0.08,0.48,0.27,0.14,0.15,5,2019,All Households
West Bengal,1,Urban,1,0.54,0.99,0.21,0.30,0.10,0.39,0.32,0.24,0.20,5,2019,All Households
West Bengal,1,Urban,2,0.46,0.98,0.24,0.32,0.14,0.39,0.31,0.17,0.21,5,2019,All Households
West Bengal,1,Urban,3,0.42,0.99,0.20,0.22,0.08,0.33,0.22,0.11,0.13,5,2019,All Households
West Bengal,1,Urban,4,0.27,0.99,0.20,0.18,0.06,0.29,0.18,0.10,0.10,5,2019,All Households
West Bengal,1,Urban,5,0.13,1.00,0.17,0.08,0.02,0.24,0.10,0.05,0.04,5,2019,All Households
West Bengal,99,All,1,0.65,0.98,0.30,0.36,0.15,0.43,0.36,0.21,0.24,5,2019,All Households
West Bengal,99,All,2,0.51,0.99,0.30,0.35,0.14,0.47,0.34,0.20,0.23,5,2019,All Households
West Bengal,99,All,3,0.39,0.99,0.25,0.30,0.11,0.42,0.29,0.16,0.18,5,2019,All Households
West Bengal,99,All,4,0.27,0.99,0.21,0.21,0.06,0.35,0.21,0.12,0.12,5,2019,All Households
West Bengal,99,All,5,0.13,1.00,0.16,0.10,0.03,0.25,0.11,0.06,0.05,5,2019,All Households
West Bengal,0,Rural,1,0.53,0.72,0.41,0.28,0.11,0.23,0.37,0.22,0.21,4,2015,All Households
West Bengal,0,Rural,2,0.44,0.72,0.39,0.28,0.12,0.22,0.37,0.22,0.21,4,2015,All Households
West Bengal,0,Rural,3,0.27,0.74,0.28,0.26,0.10,0.24,0.33,0.18,0.17,4,2015,All Households
West Bengal,0,Rural,4,0.13,0.78,0.16,0.23,0.06,0.22,0.27,0.17,0.14,4,2015,All Households
West Bengal,0,Rural,5,0.07,0.74,0.10,0.23,0.08,0.20,0.24,0.14,0.14,4,2015,All Households
West Bengal,1,Urban,1,0.45,0.66,0.27,0.25,0.09,0.25,0.38,0.12,0.18,4,2015,All Households
West Bengal,1,Urban,2,0.44,0.71,0.28,0.23,0.08,0.22,0.33,0.16,0.21,4,2015,All Households
West Bengal,1,Urban,3,0.34,0.76,0.25,0.19,0.08,0.19,0.26,0.12,0.11,4,2015,All Households
West Bengal,1,Urban,4,0.18,0.79,0.12,0.14,0.05,0.14,0.17,0.11,0.07,4,2015,All Households
West Bengal,1,Urban,5,0.05,0.76,0.16,0.09,0.02,0.13,0.08,0.05,0.04,4,2015,All Households
West Bengal,99,All,1,0.52,0.72,0.40,0.28,0.10,0.23,0.37,0.21,0.21,4,2015,All Households
West Bengal,99,All,2,0.44,0.72,0.37,0.27,0.11,0.22,0.36,0.21,0.21,4,2015,All Households
West Bengal,99,All,3,0.30,0.75,0.27,0.24,0.09,0.22,0.31,0.16,0.15,4,2015,All Households
West Bengal,99,All,4,0.16,0.79,0.14,0.17,0.06,0.17,0.21,0.13,0.10,4,2015,All Households
West Bengal,99,All,5,0.06,0.76,0.15,0.11,0.03,0.14,0.11,0.06,0.06,4,2015,All Households
