,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,ind_cws_1,ind_cws_2,ind_cws_3,ind_cws_4,ind_cws_5,type,state,urban,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
4051,primary and middle,0.081632026,0.571235776,0.524604678,0.01015654,0.534472287,0.166236013,0.29929167,0.177954599,0.064043641,0.166027337,0.201857194,0.038393296,0.529678524,State+AllSectors+edu_cat,35,99,state,All,2019,Education,2019,NA,NA,1.484921694,1.518950462,0.098456994,0.068825997,A & N Island
4052,secondary,0.226322234,0.479901582,0.371289164,0.019904992,0.778446674,0.05724559,0.164307758,0.30041185,0.033862833,0.065068603,0.272357732,0.108612396,0.520098448,State+AllSectors+edu_cat,35,99,state,All,2019,Education,2019,NA,NA,1.617711663,1.649569869,0.186718628,0.160159558,A & N Island
4053,tertiary,0.254477143,0.816817224,0.60895592,0.008569472,0.865311444,0.025250992,0.109437592,0.50669688,0.004260374,0.122649305,0.482046217,0.207861319,0.183182791,State+AllSectors+edu_cat,35,99,state,All,2019,Education,2019,NA,NA,2.388025522,2.422177792,0.078354672,0.063157275,A & N Island
4054,below primary,0.018335985,0.609526575,0.598350286,0.094701268,0.095973171,0.430312395,0.473714411,0.547472656,0.279520422,0.065007426,0.063077256,0.007762761,0.584632158,State+AllSectors+edu_cat,36,99,state,All,2019,Education,2019,NA,NA,0.588183105,0.882347465,0.528038979,0.265155792,Telangana
4055,primary and middle,0.053371757,0.620093048,0.586997569,0.08416032,0.197239533,0.257453829,0.545306623,0.272943348,0.187047586,0.094934203,0.112147145,0.022532953,0.583338141,State+AllSectors+edu_cat,36,99,state,All,2019,Education,2019,NA,NA,0.849966049,1.044103384,0.379317582,0.23737365,Telangana
4056,secondary,0.085171603,0.519636154,0.475377917,0.056788322,0.31636557,0.160356209,0.523278236,0.152041018,0.178092793,0.111512087,0.184277073,0.044118967,0.481999069,State+AllSectors+edu_cat,36,99,state,All,2019,Education,2019,NA,NA,1.076115966,1.178441763,0.286668032,0.203269467,Telangana
4057,tertiary,0.271026254,0.632543981,0.461107969,0.023674477,0.674386203,0.016644878,0.308968902,0.44307521,0.044613395,0.081808537,0.334686041,0.171436027,0.367455989,State+AllSectors+edu_cat,36,99,state,All,2019,Education,2019,NA,NA,2.089401007,2.136137724,0.110974588,0.083388224,Telangana
4058,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,State+AllSectors+edu_cat,36,99,state,All,2019,Education,2019,NA,NA,NA,NA,NA,NA,Telangana
4059,below primary,0.00864027,0.489438742,0.485209882,0.155761868,0.042262245,0.184364974,0.773372769,0.588002801,0.176208541,0.072918661,0.017348614,0.002321241,0.73120296,State+Urban+edu_cat,1,0,state,urban/rural,2019,Education,2019,NA,NA,0.593636453,0.713955164,0.564460158,0.453354895,Jammu & Kashmir
4060,primary and middle,0.037136212,0.568602741,0.547486961,0.068308935,0.190474987,0.233453259,0.576071739,0.245382294,0.134870306,0.172412291,0.112578861,0.016193427,0.563945115,State+Urban+edu_cat,1,0,state,urban/rural,2019,Education,2019,NA,NA,1.040580153,1.193676233,0.327675402,0.213219211,Jammu & Kashmir
4061,secondary,0.116642892,0.483959973,0.427509487,0.031583399,0.350684166,0.094998159,0.554317713,0.13768898,0.093190558,0.12585488,0.208170936,0.056411788,0.516371846,State+Urban+edu_cat,1,0,state,urban/rural,2019,Education,2019,NA,NA,1.280749917,1.48169744,0.290042132,0.162904531,Jammu & Kashmir
4062,tertiary,0.260168105,0.689122856,0.509835064,0.010498199,0.823746741,0.013462853,0.162790418,0.280611277,0.02626225,0.046195246,0.437377542,0.179287791,0.310877174,State+Urban+edu_cat,1,0,state,urban/rural,2019,Education,2019,NA,NA,2.294102669,2.41255784,0.122845568,0.070179768,Jammu & Kashmir
4063,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,State+Urban+edu_cat,1,0,state,urban/rural,2019,Education,2019,NA,NA,NA,NA,NA,NA,Jammu & Kashmir
4064,below primary,0.022660563,0.338945508,0.331264824,0.016967911,0.211367443,0.171816826,0.616815746,0.522919297,0.019263458,0.074332811,0.068514585,0.003758698,0.834130466,State+Urban+edu_cat,1,1,state,urban/rural,2019,Education,2019,NA,NA,0.892351091,1.08032167,0.367924958,0.238027319,Jammu & Kashmir
4065,primary and middle,0.079405233,0.507562459,0.467259347,0.023936184,0.28978467,0.192761391,0.517453909,0.231809556,0.02105009,0.162590101,0.187039062,0.033948276,0.595372498,State+Urban+edu_cat,1,1,state,urban/rural,2019,Education,2019,NA,NA,1.095227957,1.32879293,0.317463934,0.153241277,Jammu & Kashmir
4066,secondary,0.151910037,0.448396415,0.380280495,0.015883669,0.476766884,0.036948904,0.486284226,0.126833916,0.011886653,0.086083658,0.28079018,0.067843653,0.553395867,State+Urban+edu_cat,1,1,state,urban/rural,2019,Education,2019,NA,NA,1.49480319,1.691442847,0.245024428,0.113340065,Jammu & Kashmir
4067,tertiary,0.257329613,0.701523006,0.521000385,0.028067723,0.699899197,0.000997182,0.299103647,0.415359885,0.020185191,0.052780882,0.448034286,0.18052265,0.298476964,State+Urban+edu_cat,1,1,state,urban/rural,2019,Education,2019,NA,NA,2.088115215,2.244290829,0.196064383,0.120955944,Jammu & Kashmir
4068,below primary,0.020851154,0.589267313,0.576980412,0.186622962,0.064351447,0.094313651,0.841334879,0.681228697,0.259807408,0.036274262,0.018286048,0.006694518,0.678937793,State+Urban+edu_cat,2,0,state,urban/rural,2019,Education,2019,NA,NA,0.317539126,0.422584534,0.773073614,0.68930912,Himachal Pradesh
4069,primary and middle,0.015496445,0.781823635,0.769708157,0.170948014,0.132199153,0.150130421,0.717670441,0.125535697,0.354190707,0.142140612,0.070521675,0.008922474,0.424224526,State+Urban+edu_cat,2,0,state,urban/rural,2019,Education,2019,NA,NA,0.551068008,0.689196527,0.631617427,0.527245224,Himachal Pradesh
4070,secondary,0.064136036,0.643331707,0.602070928,0.137000829,0.232337758,0.13039346,0.637268782,0.142799258,0.310805887,0.14508982,0.144887641,0.041172504,0.358044147,State+Urban+edu_cat,2,0,state,urban/rural,2019,Education,2019,NA,NA,0.789704025,0.906105042,0.533714175,0.442332804,Himachal Pradesh
4071,tertiary,0.223982602,0.767793119,0.595820844,0.113848418,0.451072335,0.010944338,0.537983358,0.402855158,0.224200636,0.108597115,0.263023078,0.171972305,0.232206881,State+Urban+edu_cat,2,0,state,urban/rural,2019,Education,2019,NA,NA,1.198141694,1.30988133,0.480457217,0.404761285,Himachal Pradesh
4072,below primary,0.028613655,0.524050176,0.509055197,0.021300439,0.58257556,0.25800094,0.1594235,0.561302185,0.020053858,0.132739291,0.042428076,0.005750537,0.799028218,State+Urban+edu_cat,2,1,state,urban/rural,2019,Education,2019,NA,NA,1.531573057,1.614927649,0.25659436,0.191100493,Himachal Pradesh
4073,primary and middle,0.028608093,0.671972036,0.652748227,0.023545511,0.337707102,0.315962553,0.346330374,0.208766699,0.03136706,0.280114561,0.150369197,0.013601793,0.524547398,State+Urban+edu_cat,2,1,state,urban/rural,2019,Education,2019,NA,NA,1.364657402,1.51589644,0.233878672,0.134818181,Himachal Pradesh
4074,secondary,0.069144532,0.483038664,0.449639171,0.016767291,0.667753518,0.011006179,0.321240306,0.128468841,0.022183863,0.134276628,0.28945449,0.033122845,0.520962179,State+Urban+edu_cat,2,1,state,urban/rural,2019,Education,2019,NA,NA,1.55854702,1.749286771,0.247423872,0.11460714,Himachal Pradesh
4075,tertiary,0.136741817,0.656289935,0.566547692,0.029021343,0.664712489,0,0.335287511,0.209780797,0.016481623,0.126123741,0.423942327,0.089742273,0.343710035,State+Urban+edu_cat,2,1,state,urban/rural,2019,Education,2019,NA,NA,1.765313148,1.806968808,0.232105553,0.19203414,Himachal Pradesh
4076,below primary,0.096395455,0.440282792,0.397841543,0.02392569,0.165958822,0.439247996,0.394793183,0.567442,0.129856035,0.071294583,0.051078301,0.026907481,0.720863581,State+Urban+edu_cat,3,0,state,urban/rural,2019,Education,2019,NA,NA,0.739724576,0.914013982,0.399104953,0.257459849,Punjab
4077,primary and middle,0.080477118,0.532019198,0.489203811,0.032671649,0.226158559,0.294138908,0.479702532,0.316379875,0.140037611,0.158128858,0.092101119,0.034075707,0.575656712,State+Urban+edu_cat,3,0,state,urban/rural,2019,Education,2019,NA,NA,0.857354879,0.999168992,0.317731917,0.196711823,Punjab
4078,secondary,0.142815784,0.521834195,0.447308034,0.052411441,0.223085374,0.167847827,0.609066784,0.299836099,0.148284197,0.114592381,0.18330723,0.074338853,0.479477316,State+Urban+edu_cat,3,0,state,urban/rural,2019,Education,2019,NA,NA,0.993694246,1.093165398,0.281856388,0.204546064,Punjab
4079,tertiary,0.176336914,0.633366048,0.521680236,0.129076481,0.556943357,0.01995077,0.423105866,0.441781491,0.056049839,0.064829074,0.400801301,0.111685805,0.366633981,State+Urban+edu_cat,3,0,state,urban/rural,2019,Education,2019,NA,NA,1.483521819,1.52257216,0.319962949,0.299045533,Punjab
4080,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,State+Urban+edu_cat,3,0,state,urban/rural,2019,Education,2019,NA,NA,NA,NA,NA,NA,Punjab
4081,below primary,0.054486688,0.472458392,0.446715683,0.02107523,0.483454555,0.191595927,0.324949533,0.401550144,0.017588994,0.074348904,0.106159709,0.012311201,0.789591193,State+Urban+edu_cat,3,1,state,urban/rural,2019,Education,2019,NA,NA,0.729062378,1.050582051,0.491612852,0.232485741,Punjab
4082,primary and middle,0.071867116,0.521678448,0.484186947,0.018504327,0.509284496,0.122421317,0.368294179,0.300787479,0.012465999,0.173891798,0.19161427,0.030289883,0.591738045,State+Urban+edu_cat,3,1,state,urban/rural,2019,Education,2019,NA,NA,0.834482551,1.078014016,0.374293625,0.196518198,Punjab
4083,secondary,0.101436876,0.438739955,0.394235522,0.017719686,0.526292443,0.037578303,0.436129272,0.232641056,0.016521603,0.140032917,0.23713316,0.044442564,0.56186974,State+Urban+edu_cat,3,1,state,urban/rural,2019,Education,2019,NA,NA,1.106040955,1.260799646,0.282037318,0.178500518,Punjab
4084,tertiary,0.135845572,0.621362329,0.536953032,0.039210655,0.623227835,0.004316497,0.372455657,0.427672952,0.006564102,0.125550002,0.40483892,0.084409319,0.378637671,State+Urban+edu_cat,3,1,state,urban/rural,2019,Education,2019,NA,NA,1.746098399,1.829380155,0.185840562,0.142023623,Punjab
4085,below primary,0,0.543085396,0.543085396,0,0.649505258,0.238412112,0.112082623,1,0.008305827,0.026100086,0.090520188,0,0.87507391,State+Urban+edu_cat,4,0,state,urban/rural,2019,Education,2019,NA,NA,0.488021195,1.042603612,0.511978805,0.01225006,Chandigarh
4086,primary and middle,0.162796021,0.858966768,0.719130397,0,0.825691819,0.139587626,0.034720555,0.26045382,0.009588888,0.132613435,0.422965139,0.109897971,0.324934542,State+Urban+edu_cat,4,0,state,urban/rural,2019,Education,2019,NA,NA,1.158130646,1.207577944,0.024723625,0,Chandigarh
4087,secondary,0.065932207,0.481962502,0.450185627,0.032976404,0.863119543,0.012418943,0.124461502,0.094293386,0.036263723,0.04692195,0.366999954,0.031776853,0.518037498,State+Urban+edu_cat,4,0,state,urban/rural,2019,Education,2019,NA,NA,1.069167972,1.120992899,0.142333448,0.090508476,Chandigarh
4088,tertiary,0,0.584821463,0.584821463,0.022125641,0.693448544,0.184673861,0.121877603,0,0,0.365652263,0.219169199,0,0.415178537,State+Urban+edu_cat,4,0,state,urban/rural,2019,Education,2019,NA,NA,2.135640621,2.135640621,0.037833154,0.037833154,Chandigarh
4089,below primary,0.07381358,0.514566898,0.476584852,0.004841371,0.581934571,0.195680141,0.222385317,0.427781045,0,0.064591676,0.130700186,0.015564028,0.789144099,State+Urban+edu_cat,4,1,state,urban/rural,2019,Education,2019,NA,NA,1.025536656,1.328408241,0.325724155,0.101031668,Chandigarh
4090,primary and middle,0.142455414,0.460653812,0.395031184,0,0.765549183,0.059290282,0.175160557,0.215893105,0.001939227,0.060740132,0.205653533,0.04457549,0.687091649,State+Urban+edu_cat,4,1,state,urban/rural,2019,Education,2019,NA,NA,1.203032732,1.338709354,0.21507524,0.146762118,Chandigarh
4091,secondary,0.102623388,0.403448999,0.362045705,0.010366587,0.744535267,0.047741711,0.207723007,0.20972544,0.005273673,0.075574204,0.280404657,0.041312601,0.597434878,State+Urban+edu_cat,4,1,state,urban/rural,2019,Education,2019,NA,NA,1.632703662,1.700507998,0.095241368,0.054590702,Chandigarh
4092,tertiary,0.046908211,0.545271039,0.519693375,0.048333224,0.648661852,0.007636422,0.34370172,0.268853486,0,0.044451516,0.47524184,0.02557769,0.454728961,State+Urban+edu_cat,4,1,state,urban/rural,2019,Education,2019,NA,NA,1.96304214,1.967291713,0.119716495,0.11546696,Chandigarh
4093,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,State+Urban+edu_cat,4,1,state,urban/rural,2019,Education,2019,NA,NA,NA,NA,NA,NA,Chandigarh
4094,below primary,0.049871534,0.509279609,0.483881086,0.14819856,0.034325868,0.134886354,0.830787778,0.732252717,0.224222511,0.024743909,0.019382425,0.01408543,0.717565715,State+Urban+edu_cat,5,0,state,urban/rural,2019,Education,2019,NA,NA,0.49486652,0.699855864,0.551411033,0.389082968,Uttrakhand
4095,primary and middle,0.068598948,0.56417805,0.525476038,0.125898421,0.066397257,0.112396285,0.82120645,0.260341376,0.270894825,0.092596203,0.050668757,0.031133967,0.554706275,State+Urban+edu_cat,5,0,state,urban/rural,2019,Education,2019,NA,NA,0.710027218,0.882629991,0.476298392,0.342856675,Uttrakhand
4096,secondary,0.145179689,0.549710274,0.469903529,0.09646488,0.246047392,0.071554087,0.682398498,0.206988335,0.24407579,0.085491121,0.139987871,0.079747543,0.45069769,State+Urban+edu_cat,5,0,state,urban/rural,2019,Education,2019,NA,NA,0.786538541,0.95436126,0.462456286,0.332265675,Uttrakhand
4097,tertiary,0.208037928,0.618580043,0.489891946,0.044749498,0.646626174,0.031122703,0.322251081,0.370257676,0.091682561,0.136947095,0.261262298,0.128688112,0.381419927,State+Urban+edu_cat,5,0,state,urban/rural,2019,Education,2019,NA,NA,1.880655527,2.000430107,0.21610719,0.145066828,Uttrakhand
4098,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,State+Urban+edu_cat,5,0,state,urban/rural,2019,Education,2019,NA,NA,NA,NA,NA,NA,Uttrakhand
4099,below primary,0.083748728,0.348624587,0.319427729,0.020486729,0.363334537,0.176329941,0.460335523,0.516532242,0.003012698,0.07009124,0.068730369,0.012964177,0.845201492,State+Urban+edu_cat,5,1,state,urban/rural,2019,Education,2019,NA,NA,0.888965547,1.147086382,0.31765002,0.150016084,Uttrakhand
4100,primary and middle,0.114349656,0.430755585,0.381498814,0.011077281,0.500337303,0.133461386,0.366201341,0.285028368,0.003999643,0.122635573,0.169488668,0.038015354,0.665860772,State+Urban+edu_cat,5,1,state,urban/rural,2019,Education,2019,NA,NA,1.123816252,1.350851417,0.29127866,0.160527468,Uttrakhand
4101,secondary,0.088324144,0.409468085,0.373302162,0.016734069,0.541020274,0.028849348,0.430130392,0.153213784,0.002138683,0.109332323,0.260324299,0.036019932,0.592184782,State+Urban+edu_cat,5,1,state,urban/rural,2019,Education,2019,NA,NA,1.271032333,1.511487007,0.253692627,0.124478333,Uttrakhand
4102,tertiary,0.191006839,0.585168719,0.473397493,0.024761766,0.64411515,0.004186465,0.351698369,0.341815919,0.00564847,0.093504131,0.374244899,0.111771226,0.414831281,State+Urban+edu_cat,5,1,state,urban/rural,2019,Education,2019,NA,NA,1.80365634,1.850880027,0.166978776,0.133312568,Uttrakhand
4103,below primary,0.059039183,0.338142514,0.318178862,0.023191558,0.07809519,0.391266286,0.530638516,0.8099038,0.107631907,0.046410672,0.02319557,0.012371326,0.810390532,State+Urban+edu_cat,6,0,state,urban/rural,2019,Education,2019,NA,NA,0.989597619,1.109785199,0.250735134,0.15581876,Haryana
4104,primary and middle,0.075105764,0.445152372,0.411718845,0.036541734,0.237489223,0.28853479,0.473975956,0.351470143,0.115370676,0.126210466,0.060908303,0.025185481,0.672325075,State+Urban+edu_cat,6,0,state,urban/rural,2019,Education,2019,NA,NA,1.13648963,1.22132957,0.203179121,0.130723029,Haryana
4105,secondary,0.104451679,0.475564748,0.425891221,0.053184859,0.388727844,0.102700196,0.508571982,0.213887677,0.145409867,0.11770805,0.161930397,0.050545711,0.524405956,State+Urban+edu_cat,6,0,state,urban/rural,2019,Education,2019,NA,NA,1.310952425,1.3229599,0.181745365,0.171782598,Haryana
4106,tertiary,0.164508328,0.572752476,0.47852996,0.078606635,0.598097324,0.030127199,0.371775508,0.415686816,0.113775395,0.065641373,0.299113184,0.094222553,0.427247494,State+Urban+edu_cat,6,0,state,urban/rural,2019,Education,2019,NA,NA,1.88721621,1.892832756,0.200447187,0.194830582,Haryana
4107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,State+Urban+edu_cat,6,0,state,urban/rural,2019,Education,2019,NA,NA,NA,NA,NA,NA,Haryana
4108,below primary,0.032448094,0.384603441,0.372123808,0.005526063,0.448546708,0.330851316,0.220602006,0.463422596,0.012367129,0.095546663,0.060759179,0.005656665,0.825670362,State+Urban+edu_cat,6,1,state,urban/rural,2019,Education,2019,NA,NA,0.956189632,1.288082242,0.329323739,0.094593607,Haryana
4109,primary and middle,0.035092354,0.512236536,0.494260967,0.014723384,0.466210783,0.197335958,0.336453259,0.216680303,0.019934138,0.194317326,0.153696433,0.013381756,0.618670344,State+Urban+edu_cat,6,1,state,urban/rural,2019,Education,2019,NA,NA,1.175840378,1.320892811,0.175147071,0.081141062,Haryana
4110,secondary,0.082933418,0.438832223,0.402438372,0.021340264,0.537977278,0.039252326,0.422770381,0.118586637,0.016526207,0.174104616,0.208408445,0.036086466,0.564874291,State+Urban+edu_cat,6,1,state,urban/rural,2019,Education,2019,NA,NA,1.35286963,1.428290248,0.162738025,0.093725048,Haryana
4111,tertiary,0.114152536,0.586589038,0.519628406,0.017211067,0.742702365,0.004176606,0.253121048,0.274492323,0.012373511,0.127226219,0.380028665,0.066960625,0.413410991,State+Urban+edu_cat,6,1,state,urban/rural,2019,Education,2019,NA,NA,2.089723587,2.130731583,0.105691358,0.08012411,Haryana
4112,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,1,State+Urban+edu_cat,6,1,state,urban/rural,2019,Education,2019,NA,NA,NA,NA,NA,NA,Haryana
4113,below primary,0.184452266,0.319334805,0.26043278,0.135628417,0.226169795,0.253049344,0.520780861,1,0.048038933,0,0.01404049,0.01404049,0.9238801,State+Urban+edu_cat,7,0,state,urban/rural,2019,Education,2019,NA,NA,0.578864276,0.578864276,0.647305548,0.647305548,Delhi
4114,primary and middle,0.046883736,0.35847345,0.341666877,0.043875948,0.355782509,0.086419784,0.55779773,0.601448178,0.010333509,0.047715399,0.158159226,0.010635266,0.773156583,State+Urban+edu_cat,7,0,state,urban/rural,2019,Education,2019,NA,NA,1.22423768,1.240319014,0.224266753,0.208185419,Delhi
4115,secondary,0.009010823,0.678941905,0.672824085,0.051548015,0.2990354,0,0.70096457,0.173770592,0.034516521,0.102285303,0.474789649,0.005561052,0.382847488,State+Urban+edu_cat,7,0,state,urban/rural,2019,Education,2019,NA,NA,1.271212935,1.273835421,0.237354875,0.234732375,Delhi
4116,tertiary,0.017541373,0.37099871,0.364490896,0,0.559819341,0,0.440180629,0.023801142,0,0.01821663,0.346274257,0.006507827,0.62900126,State+Urban+edu_cat,7,0,state,urban/rural,2019,Education,2019,NA,NA,2.119638681,2.119638681,0,0,Delhi
4117,below primary,0.056003388,0.404410243,0.381761909,0.001625832,0.537076235,0.109887771,0.353035986,0.505015016,0,0.06811364,0.110562228,0.010600096,0.81072402,State+Urban+edu_cat,7,1,state,urban/rural,2019,Education,2019,NA,NA,0.99407655,1.333534956,0.339637697,0.037269372,Delhi
4118,primary and middle,0.092743896,0.502099931,0.455533266,0.005289934,0.662169456,0.025191521,0.312638998,0.263847202,0.000151989,0.118914761,0.215212405,0.034171555,0.631549299,State+Urban+edu_cat,7,1,state,urban/rural,2019,Education,2019,NA,NA,1.295851469,1.375599384,0.159120142,0.096647568,Delhi
4119,secondary,0.114305824,0.401381493,0.355501235,0.007716491,0.660761774,0.006289234,0.332948983,0.146549672,0,0.110578798,0.243621439,0.04692892,0.598870873,State+Urban+edu_cat,7,1,state,urban/rural,2019,Education,2019,NA,NA,1.47990942,1.540375948,0.146229401,0.106087238,Delhi
