,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,type,statenumber,sector,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
3211,tertiary,0.105144225,0.599365294,0.536345482,0.015960651,0.626572788,0.011352254,0.362074971,0.327052236,0.016223043,0.824689209,0.159087747,State+Urban+edu_cat,19,1,state,urban/rural,2020,Education,2020,NA,NA,1.942264915,2.143842459,0.251613498,0.146980122,West Bengal
3212,below primary,0.030734653,0.473511338,0.458958149,0.121144883,0.031314395,0.227772698,0.740912914,0.657714963,0.656834245,0.057057727,0.286108047,State+Urban+edu_cat,20,0,state,urban/rural,2020,Education,2020,NA,NA,0.336566538,0.646340549,0.744334102,0.50567174,Jharkhand
3213,primary and middle,0.100322567,0.509740293,0.458601803,0.099292174,0.079551943,0.308111668,0.612336397,0.364428699,0.462559789,0.16213727,0.375302941,State+Urban+edu_cat,20,0,state,urban/rural,2020,Education,2020,NA,NA,0.416240275,0.747861207,0.663238883,0.389880985,Jharkhand
3214,secondary,0.108800068,0.497630239,0.443488032,0.11581286,0.172682405,0.188251823,0.639065742,0.27226451,0.400520682,0.312535524,0.286943793,State+Urban+edu_cat,20,0,state,urban/rural,2020,Education,2020,NA,NA,0.683076799,0.909603179,0.555870712,0.377033532,Jharkhand
3215,tertiary,0.14186956,0.654678464,0.561799526,0.084173657,0.373528987,0.088392012,0.538079023,0.35900858,0.222414628,0.619693041,0.157892331,State+Urban+edu_cat,20,0,state,urban/rural,2020,Education,2020,NA,NA,1.078084826,1.318269253,0.409467518,0.257120401,Jharkhand
3216,below primary,0.078762271,0.334303439,0.307972938,0.01641524,0.235939831,0.33899954,0.42506063,0.715337634,0.077361852,0.472181648,0.4504565,State+Urban+edu_cat,20,1,state,urban/rural,2020,Education,2020,NA,NA,0.623749018,1.20280695,0.619018495,0.236860171,Jharkhand
3217,primary and middle,0.063384868,0.456452787,0.427520573,0.030249707,0.277402997,0.27242896,0.450168073,0.296245545,0.03611923,0.50188756,0.461993217,State+Urban+edu_cat,20,1,state,urban/rural,2020,Education,2020,NA,NA,0.750785649,1.144088149,0.493423492,0.222071782,Jharkhand
3218,secondary,0.135521695,0.39697969,0.343180329,0.032681093,0.431590289,0.072799467,0.495610237,0.253933579,0.030088516,0.645599663,0.324311823,State+Urban+edu_cat,20,1,state,urban/rural,2020,Education,2020,NA,NA,1.094658375,1.374242306,0.399664581,0.207908288,Jharkhand
3219,tertiary,0.22244066,0.568267822,0.441861957,0.019452682,0.62205869,0.01790457,0.360036731,0.500841796,0.022370527,0.704919875,0.272709608,State+Urban+edu_cat,20,1,state,urban/rural,2020,Education,2020,NA,NA,2.100178242,2.258800983,0.174935088,0.079628237,Jharkhand
3220,below primary,0.038352352,0.527687609,0.507449567,0.122241229,0.026615748,0.346333116,0.627051115,0.41864863,0.638051987,0.05842068,0.303527325,State+Urban+edu_cat,21,0,state,urban/rural,2020,Education,2020,NA,NA,0.360352099,0.691328824,0.711458206,0.447276562,Odisha
3221,primary and middle,0.064974889,0.550155103,0.514408827,0.086199492,0.082880788,0.27776739,0.639351845,0.461983234,0.448660314,0.219922334,0.331417352,State+Urban+edu_cat,21,0,state,urban/rural,2020,Education,2020,NA,NA,0.592782259,0.923250556,0.586195886,0.335576892,Odisha
3222,secondary,0.143360808,0.409364432,0.350677609,0.057931386,0.21890454,0.157734349,0.623361111,0.308713198,0.351740032,0.398896188,0.249363765,State+Urban+edu_cat,21,0,state,urban/rural,2020,Education,2020,NA,NA,0.905539036,1.130158782,0.454655558,0.280319333,Odisha
3223,tertiary,0.300807297,0.653981209,0.45725888,0.049762905,0.510679722,0.026296899,0.463023394,0.62199229,0.196472779,0.620826602,0.182700589,State+Urban+edu_cat,21,0,state,urban/rural,2020,Education,2020,NA,NA,1.738943219,1.874890804,0.286428928,0.177734107,Odisha
3224,below primary,0.04684823,0.448714525,0.427693069,0.029208865,0.176652133,0.43944183,0.383906037,0.57732749,0.273824006,0.361529201,0.364646792,State+Urban+edu_cat,21,1,state,urban/rural,2020,Education,2020,NA,NA,0.518248022,1.005259275,0.645251334,0.282866985,Odisha
3225,primary and middle,0.063757531,0.506819606,0.47450605,0.045234051,0.279573828,0.201474458,0.518951714,0.452124268,0.094242513,0.556611717,0.34914577,State+Urban+edu_cat,21,1,state,urban/rural,2020,Education,2020,NA,NA,0.791268587,1.050334215,0.466874868,0.273099601,Odisha
3226,secondary,0.077162564,0.390103728,0.360002339,0.031347994,0.392099559,0.080887258,0.527013183,0.220158547,0.069838308,0.654639661,0.275521994,State+Urban+edu_cat,21,1,state,urban/rural,2020,Education,2020,NA,NA,1.197553158,1.429201603,0.329304457,0.184394747,Odisha
3227,tertiary,0.199157894,0.636567593,0.509790123,0.022937892,0.652381778,0.014595448,0.333022773,0.512576699,0.03562431,0.817500412,0.146875307,State+Urban+edu_cat,21,1,state,urban/rural,2020,Education,2020,NA,NA,2.053079605,2.188721895,0.20695436,0.133206517,Odisha
3228,below primary,0.066648886,0.551811516,0.515033901,0.188395277,0.020765336,0.211002693,0.768231988,0.566751778,0.845566511,0.029167185,0.125266314,State+Urban+edu_cat,22,0,state,urban/rural,2020,Education,2020,NA,NA,0.29663536,0.550836861,0.765698969,0.558327794,Chhattisgarh
3229,primary and middle,0.092618585,0.616212487,0.559139788,0.181048825,0.065753289,0.231695175,0.702551544,0.404642016,0.695790172,0.113703333,0.190506518,State+Urban+edu_cat,22,0,state,urban/rural,2020,Education,2020,NA,NA,0.436990798,0.671799719,0.667972326,0.484759897,Chhattisgarh
3230,secondary,0.106704436,0.466654301,0.416860223,0.102755286,0.194944873,0.173045292,0.632009804,0.21528475,0.540000141,0.221581146,0.238418728,State+Urban+edu_cat,22,0,state,urban/rural,2020,Education,2020,NA,NA,0.68967396,0.959619939,0.560454011,0.366874784,Chhattisgarh
3231,tertiary,0.132678673,0.603157818,0.523131609,0.110440537,0.457912028,0.026848786,0.515239179,0.335589021,0.283874124,0.600011885,0.116114005,State+Urban+edu_cat,22,0,state,urban/rural,2020,Education,2020,NA,NA,1.466281295,1.62020874,0.360452443,0.266516179,Chhattisgarh
3232,below primary,0.071022205,0.430822492,0.400224537,0.044641893,0.366093457,0.201358452,0.432548076,0.687310517,0.133531705,0.657847881,0.208620399,State+Urban+edu_cat,22,1,state,urban/rural,2020,Education,2020,NA,NA,0.417857021,0.736337543,0.704406381,0.436347574,Chhattisgarh
3233,primary and middle,0.099375874,0.478764594,0.431186944,0.052033875,0.352296889,0.279093623,0.368609488,0.335143328,0.100646049,0.568003654,0.331350297,State+Urban+edu_cat,22,1,state,urban/rural,2020,Education,2020,NA,NA,0.629001677,1.06119597,0.566864729,0.273472697,Chhattisgarh
3234,secondary,0.087700151,0.372364014,0.339707643,0.025662255,0.506851435,0.114958316,0.378190279,0.268302977,0.014547031,0.661793828,0.323659152,State+Urban+edu_cat,22,1,state,urban/rural,2020,Education,2020,NA,NA,1.270116448,1.583751082,0.300660878,0.136664331,Chhattisgarh
3235,tertiary,0.129293233,0.642751575,0.559648156,0.024921775,0.672681212,0.005326256,0.321992517,0.468975306,0.027153648,0.846330225,0.126516104,State+Urban+edu_cat,22,1,state,urban/rural,2020,Education,2020,NA,NA,2.0506742,2.222944975,0.173126861,0.071573317,Chhattisgarh
3236,below primary,0.050896697,0.577329159,0.547945023,0.173085093,0.016276937,0.274431467,0.709291577,0.446060985,0.83571738,0.055940934,0.108341657,State+Urban+edu_cat,23,0,state,urban/rural,2020,Education,2020,NA,NA,0.389395535,0.703356624,0.683662891,0.471989125,Madhya Pradesh
3237,primary and middle,0.077719353,0.630173683,0.581197023,0.170468554,0.058996592,0.247426286,0.693577111,0.378385305,0.722088575,0.111321867,0.166589558,State+Urban+edu_cat,23,0,state,urban/rural,2020,Education,2020,NA,NA,0.504961669,0.764433146,0.602174222,0.411545634,Madhya Pradesh
3238,secondary,0.051097594,0.462090105,0.43847841,0.122234009,0.143166021,0.129638135,0.727195859,0.177355424,0.608497739,0.235668585,0.155833691,State+Urban+edu_cat,23,0,state,urban/rural,2020,Education,2020,NA,NA,0.732055843,0.928366423,0.535107553,0.389247477,Madhya Pradesh
3239,tertiary,0.122147106,0.671608746,0.589573681,0.16703786,0.338697046,0.032252051,0.62905091,0.337723613,0.491566181,0.435602427,0.072831385,State+Urban+edu_cat,23,0,state,urban/rural,2020,Education,2020,NA,NA,1.193739891,1.357879281,0.45787251,0.351465434,Madhya Pradesh
3240,below primary,0.1193235,0.44473359,0.391666412,0.059545252,0.199959487,0.302275985,0.497764498,0.62618047,0.213302672,0.377559841,0.409137487,State+Urban+edu_cat,23,1,state,urban/rural,2020,Education,2020,NA,NA,0.468280315,0.822380364,0.704231501,0.451916158,Madhya Pradesh
3241,primary and middle,0.10976541,0.524449527,0.466883093,0.045793992,0.338767081,0.178724796,0.482508123,0.393188596,0.133184031,0.48878473,0.378031224,State+Urban+edu_cat,23,1,state,urban/rural,2020,Education,2020,NA,NA,0.754751861,1.094949603,0.545001566,0.299055099,Madhya Pradesh
3242,secondary,0.076613508,0.368707776,0.340459764,0.032616589,0.421482831,0.055360436,0.523156762,0.197683886,0.113035373,0.600033581,0.286931068,State+Urban+edu_cat,23,1,state,urban/rural,2020,Education,2020,NA,NA,1.217383027,1.467630148,0.379113436,0.211558953,Madhya Pradesh
3243,tertiary,0.134059742,0.595509946,0.515676022,0.037807964,0.617879212,0.000789429,0.381331384,0.450357407,0.045455426,0.754630268,0.199914292,State+Urban+edu_cat,23,1,state,urban/rural,2020,Education,2020,NA,NA,1.990432143,2.131028891,0.231129676,0.142817825,Madhya Pradesh
3244,below primary,0.015263563,0.542873263,0.534587085,0.103982948,0.06119534,0.277868539,0.660936117,0.477313936,0.858632147,0.070990048,0.070377819,State+Urban+edu_cat,24,0,state,urban/rural,2020,Education,2020,NA,NA,0.583118081,0.840524971,0.543297529,0.362185985,Gujarat
3245,primary and middle,0.017303126,0.621535659,0.610781193,0.133163437,0.156982481,0.245835125,0.597182393,0.345230132,0.66972971,0.146730483,0.183539823,State+Urban+edu_cat,24,0,state,urban/rural,2020,Education,2020,NA,NA,0.719180048,0.888346791,0.458195388,0.329428017,Gujarat
3246,secondary,0.018894246,0.522120476,0.512255371,0.116720684,0.298692942,0.106299557,0.595007479,0.17170386,0.537582874,0.224735156,0.237681955,State+Urban+edu_cat,24,0,state,urban/rural,2020,Education,2020,NA,NA,0.970718503,1.137825966,0.402713597,0.290264994,Gujarat
3247,tertiary,0.07631246,0.743600726,0.68685472,0.095914319,0.577205479,0.019649457,0.403145075,0.225057498,0.309450001,0.445339799,0.24521023,State+Urban+edu_cat,24,0,state,urban/rural,2020,Education,2020,NA,NA,1.73059988,1.781176805,0.192948595,0.160371035,Gujarat
3248,below primary,0.039554704,0.371042848,0.356366366,0.024892377,0.393126994,0.168680891,0.438192099,0.652467132,0.098348476,0.506229937,0.395421565,State+Urban+edu_cat,24,1,state,urban/rural,2020,Education,2020,NA,NA,0.769688189,1.029764056,0.450700969,0.248883918,Gujarat
3249,primary and middle,0.040826306,0.510714173,0.489863604,0.032626864,0.440030694,0.072609708,0.487359613,0.364568383,0.036342241,0.442473471,0.521184325,State+Urban+edu_cat,24,1,state,urban/rural,2020,Education,2020,NA,NA,0.983589172,1.215210676,0.295329809,0.153345242,Gujarat
3250,secondary,0.054959819,0.438186854,0.414104193,0.028069524,0.50671041,0.024050547,0.469239026,0.230188355,0.03468826,0.574899316,0.39041242,State+Urban+edu_cat,24,1,state,urban/rural,2020,Education,2020,NA,NA,1.312137008,1.485126615,0.211689845,0.106211983,Gujarat
3251,tertiary,0.080250584,0.589829326,0.542495191,0.025197027,0.672075748,0.004423967,0.323500305,0.313762337,0.016676061,0.621522963,0.361800998,State+Urban+edu_cat,24,1,state,urban/rural,2020,Education,2020,NA,NA,2.003975391,2.068894386,0.090741366,0.056716777,Gujarat
3252,below primary,0.006621512,0.563481033,0.559749961,0.119092852,0.314858526,0.04602094,0.639120519,0.583595335,0.586932421,0.084983476,0.328084081,State+Urban+edu_cat,25,0,state,urban/rural,2020,Education,2020,NA,NA,0.999783099,1.079093337,0.553040326,0.474815786,Daman & Diu
3253,primary and middle,0.11806038,0.499672651,0.4406811,0.005710506,0.837437391,0.003726268,0.158836335,0.405499458,0.0678358,0.187034965,0.745129228,State+Urban+edu_cat,25,0,state,urban/rural,2020,Education,2020,NA,NA,2.241220713,2.299278975,0.078435048,0.048292778,Daman & Diu
3254,secondary,0.129515648,0.45458138,0.395705998,0.001214605,0.831956029,0,0.168043986,0.234977424,0.012211735,0.541382849,0.446405381,State+Urban+edu_cat,25,0,state,urban/rural,2020,Education,2020,NA,NA,2.342383623,2.462471485,0.074567467,0.010677004,Daman & Diu
3255,tertiary,0.019445406,0.993213236,0.973899782,0,0.814102888,0,0.185897142,0.060595583,0.163308904,0.516762078,0.319929004,State+Urban+edu_cat,25,0,state,urban/rural,2020,Education,2020,NA,NA,3.051974535,3.051974535,0.018379938,0.018379938,Daman & Diu
3256,below primary,0,0.198537663,0.198537663,0.003285897,0.793647885,0,0.206352115,0.766373634,0.089902699,0.144894898,0.765202403,State+Urban+edu_cat,25,1,state,urban/rural,2020,Education,2020,NA,NA,1.371860266,1.871502638,0.283084571,0.016550498,Daman & Diu
3257,primary and middle,0.050519355,0.565818131,0.537233353,0,0.864014804,0.010359624,0.125625581,0.444547445,0.031503599,0.105701916,0.862794459,State+Urban+edu_cat,25,1,state,urban/rural,2020,Education,2020,NA,NA,1.856451988,1.983308434,0.074127436,0.022159059,Daman & Diu
3258,secondary,0.019109866,0.462681144,0.453839362,0.017569942,0.711959779,0.005866338,0.282173842,0.190211296,0.0330045,0.374945283,0.592050195,State+Urban+edu_cat,25,1,state,urban/rural,2020,Education,2020,NA,NA,1.817856193,1.829228401,0.102221571,0.090849355,Daman & Diu
3259,tertiary,0.030198898,0.630179346,0.611148655,0.028044729,0.922666192,0,0.077333786,0.316105485,0.048879497,0.343582839,0.607537687,State+Urban+edu_cat,25,1,state,urban/rural,2020,Education,2020,NA,NA,2.52196002,2.579996586,0.08790002,0.061147172,Daman & Diu
3260,below primary,0.023726337,0.548719645,0.5357005,0.122720458,0.035883714,0.395412236,0.568704069,0.431022286,0.875524044,0.058094967,0.066381015,State+Urban+edu_cat,27,0,state,urban/rural,2020,Education,2020,NA,NA,0.501636446,0.774594486,0.586789966,0.384521455,Maharashtra
3261,primary and middle,0.035847802,0.641910076,0.618899047,0.12695238,0.081150994,0.370729864,0.548119128,0.281528145,0.766698837,0.121076599,0.112224564,State+Urban+edu_cat,27,0,state,urban/rural,2020,Education,2020,NA,NA,0.645509183,0.90819478,0.508148313,0.322139859,Maharashtra
3262,secondary,0.042684268,0.509616494,0.487863898,0.100570932,0.166695938,0.215833083,0.61747098,0.234204516,0.602645993,0.232355297,0.164998695,State+Urban+edu_cat,27,0,state,urban/rural,2020,Education,2020,NA,NA,0.828033924,1.033623576,0.445189416,0.296362847,Maharashtra
3263,tertiary,0.156892613,0.666507483,0.561937392,0.09913405,0.443515182,0.085239358,0.471245468,0.423100203,0.389975876,0.438439995,0.171584114,State+Urban+edu_cat,27,0,state,urban/rural,2020,Education,2020,NA,NA,1.632229686,1.748163462,0.287884176,0.216904059,Maharashtra
3264,below primary,0.106540449,0.385615289,0.344531655,0.011889243,0.287308604,0.342301548,0.370389849,0.401139408,0.092814453,0.479510188,0.427675337,State+Urban+edu_cat,27,1,state,urban/rural,2020,Education,2020,NA,NA,0.77389127,1.045271158,0.39563939,0.206509531,Maharashtra
3265,primary and middle,0.103061743,0.491175294,0.440553904,0.014073196,0.451200962,0.179510683,0.369288355,0.356584966,0.05415735,0.566069543,0.37977311,State+Urban+edu_cat,27,1,state,urban/rural,2020,Education,2020,NA,NA,1.141276121,1.390480757,0.318302244,0.14635843,Maharashtra
3266,secondary,0.135299712,0.40853709,0.353262126,0.016408466,0.545445919,0.070416994,0.384137064,0.23935248,0.022996046,0.640728354,0.336275578,State+Urban+edu_cat,27,1,state,urban/rural,2020,Education,2020,NA,NA,1.543122292,1.699589849,0.208264336,0.100767396,Maharashtra
3267,tertiary,0.160322696,0.625606,0.525307119,0.014766999,0.732010782,0.016382249,0.251606971,0.373552054,0.012900783,0.735874891,0.251224339,State+Urban+edu_cat,27,1,state,urban/rural,2020,Education,2020,NA,NA,2.261131763,2.32998085,0.094369881,0.056012854,Maharashtra
3268,below primary,0.047277555,0.637028813,0.606911659,0.07911998,0.036796518,0.547012329,0.41619119,0.31433031,0.730230451,0.112498634,0.157270893,State+Urban+edu_cat,28,0,state,urban/rural,2020,Education,2020,NA,NA,0.65555042,0.908697426,0.503289044,0.303015649,Andhra Pradesh
3269,primary and middle,0.054384269,0.676303387,0.639523149,0.073692061,0.073933564,0.376380622,0.549685836,0.416056275,0.571673989,0.191179231,0.237146795,State+Urban+edu_cat,28,0,state,urban/rural,2020,Education,2020,NA,NA,0.783839345,0.995302677,0.402097374,0.223722041,Andhra Pradesh
3270,secondary,0.054526459,0.459736019,0.434668243,0.052853469,0.240179405,0.335358381,0.424462229,0.206396505,0.45424366,0.31645599,0.229300365,State+Urban+edu_cat,28,0,state,urban/rural,2020,Education,2020,NA,NA,1.01163435,1.277612329,0.347769231,0.172850564,Andhra Pradesh
3271,tertiary,0.25208649,0.77436626,0.579158962,0.03631366,0.63304919,0.066525877,0.300424933,0.434934556,0.169733927,0.68257916,0.147686943,State+Urban+edu_cat,28,0,state,urban/rural,2020,Education,2020,NA,NA,1.695095062,1.883794308,0.185643941,0.096148454,Andhra Pradesh
3272,below primary,0.046576656,0.489609927,0.466805547,0.039697405,0.295052052,0.252468824,0.452479094,0.481960595,0.120372698,0.540255487,0.3393718,State+Urban+edu_cat,28,1,state,urban/rural,2020,Education,2020,NA,NA,0.644223988,0.991668165,0.541284859,0.287187278,Andhra Pradesh
3273,primary and middle,0.030859191,0.557222843,0.54002738,0.031420738,0.379765898,0.199971691,0.420262396,0.331833005,0.078958906,0.554018497,0.367022604,State+Urban+edu_cat,28,1,state,urban/rural,2020,Education,2020,NA,NA,0.953925729,1.247796059,0.388255388,0.182550848,Andhra Pradesh
3274,secondary,0.05748776,0.374177903,0.352667242,0.030390605,0.479271799,0.081808515,0.438919693,0.226700813,0.054365396,0.63476485,0.310869753,State+Urban+edu_cat,28,1,state,urban/rural,2020,Education,2020,NA,NA,1.221056104,1.482889771,0.316840619,0.143865928,Andhra Pradesh
3275,tertiary,0.192604437,0.700920939,0.565920472,0.015018302,0.753587008,0.00784226,0.238570735,0.47899586,0.0386847,0.790903509,0.170411795,State+Urban+edu_cat,28,1,state,urban/rural,2020,Education,2020,NA,NA,2.147990942,2.292164326,0.145258889,0.066133186,Andhra Pradesh
3276,below primary,0.014034175,0.586048245,0.57782352,0.100755341,0.022840802,0.430494487,0.546664715,0.293350488,0.831665397,0.083207831,0.085126743,State+Urban+edu_cat,29,0,state,urban/rural,2020,Education,2020,NA,NA,0.609992862,0.914667547,0.543376386,0.310417265,Karnataka
3277,primary and middle,0.018854611,0.62372601,0.611965895,0.123319611,0.097779572,0.331470281,0.570750117,0.267303437,0.666248024,0.161353096,0.17239888,State+Urban+edu_cat,29,0,state,urban/rural,2020,Education,2020,NA,NA,0.816445172,1.015768051,0.43331635,0.278064281,Karnataka
