,m_poor_1_20,m_poor_1_33,m_poor_1_50,Year,level,area,dem,SourceSheet,sector,StateName,multidimensionally_poor_1_33,multidimensionally_poor_1_50,head_age_cat,edu_group,head_gender,hhsize_cat
1065,0.407808185,0.193861872,0.090520568,2019,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,Primary,NA,NA
1066,0.160578027,0.054877233,0.013698818,2019,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,Secondary,NA,NA
1067,0.054990083,0.011335201,0,2019,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,Higher,NA,NA
1068,0.396878779,0.121249378,0,2019,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,NA,NA,NA
1272,0.424784869,0.219680697,0.074168026,2019,State,All,Gender,state,99,Meghalaya,NA,NA,NA,NA,1,NA
1273,0.534328759,0.340491116,0.144124344,2019,State,All,Gender,state,99,Meghalaya,NA,NA,NA,NA,2,NA
1274,0.659486175,0.659486175,0.033418424,2019,State,All,Gender,state,99,Meghalaya,NA,NA,NA,NA,NA,NA
1433,0.490263253,0.26157853,0.088319317,2019,State,urban/rural,Gender,statesector,0,Meghalaya,NA,NA,NA,NA,1,NA
1434,0.59623611,0.386016726,0.166211054,2019,State,urban/rural,Gender,statesector,0,Meghalaya,NA,NA,NA,NA,2,NA
1435,1,1,0.050673429,2019,State,urban/rural,Gender,statesector,0,Meghalaya,NA,NA,NA,NA,NA,NA
1436,0.163873792,0.052730799,0.017779503,2019,State,urban/rural,Gender,statesector,1,Meghalaya,NA,NA,NA,NA,1,NA
1437,0.24708873,0.12925972,0.041645579,2019,State,urban/rural,Gender,statesector,1,Meghalaya,NA,NA,NA,NA,2,NA
1438,0,0,0,2019,State,urban/rural,Gender,statesector,1,Meghalaya,NA,NA,NA,NA,NA,NA
1615,0.519942701,0.339692146,0.013667606,2019,State,All,HH Size,state,99,Meghalaya,NA,NA,NA,NA,NA,1
1616,0.369717509,0.195663005,0.047590159,2019,State,All,HH Size,state,99,Meghalaya,NA,NA,NA,NA,NA,2 to 3
1617,0.415886343,0.236893728,0.08619681,2019,State,All,HH Size,state,99,Meghalaya,NA,NA,NA,NA,NA,4 to 6
1618,0.617149651,0.364728987,0.160333604,2019,State,All,HH Size,state,99,Meghalaya,NA,NA,NA,NA,NA,7+
1845,0.690584183,0.466711164,0.01908554,2019,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,1
1846,0.446300745,0.24486962,0.060628608,2019,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,2 to 3
1847,0.475949526,0.280403346,0.103447169,2019,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,4 to 6
1848,0.675484538,0.401448667,0.177073702,2019,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,7+
1849,0.089472309,0.019266404,0,2019,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,1
1850,0.152935311,0.056375042,0.010682547,2019,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,2 to 3
1851,0.166003034,0.055878919,0.014429445,2019,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,4 to 6
1852,0.299554199,0.164814353,0.069194637,2019,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,7+
1981,0.562704206,0.327649862,0.112165928,2015,State,All,All Households,state,99,Meghalaya,NA,NA,NA,NA,NA,NA
2037,0.641645968,0.384338886,0.136664167,2015,State,urban/rural,All Households,statesector,0,Meghalaya,NA,NA,NA,NA,NA,NA
2038,0.242030054,0.097369887,0.012650104,2015,State,urban/rural,All Households,statesector,1,Meghalaya,NA,NA,NA,NA,NA,NA
2172,0.72261548,0.493379802,0.201920152,2015,State,All,Age,state,99,Meghalaya,NA,NA,15 to 29,NA,NA,NA
2173,0.613778055,0.389751613,0.143694475,2015,State,All,Age,state,99,Meghalaya,NA,NA,30 to 45,NA,NA,NA
2174,0.482875407,0.246440291,0.071636423,2015,State,All,Age,state,99,Meghalaya,NA,NA,45 to 64,NA,NA,NA
2175,0.527001262,0.249508038,0.065037914,2015,State,All,Age,state,99,Meghalaya,NA,NA,65+,NA,NA,NA
2413,0.819011986,0.581831574,0.24937588,2015,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,15 to 29,NA,NA,NA
2414,0.684879065,0.447000504,0.171170548,2015,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,30 to 45,NA,NA,NA
2415,0.561698079,0.290904313,0.087593541,2015,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,45 to 64,NA,NA,NA
2416,0.61785078,0.315101892,0.085548557,2015,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,65+,NA,NA,NA
2417,0.339107752,0.141479567,0.013120331,2015,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,15 to 29,NA,NA,NA
2418,0.299705118,0.136867151,0.022324953,2015,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,30 to 45,NA,NA,NA
2419,0.165341124,0.067318514,0.007353728,2015,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,45 to 64,NA,NA,NA
2420,0.23892352,0.041514192,0,2015,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,65+,NA,NA,NA
2652,0.759848714,0.525058091,0.216430828,2015,State,All,Education,state,99,Meghalaya,NA,NA,NA,No education / Preschool,NA,NA
2653,0.669670224,0.425579548,0.156007409,2015,State,All,Education,state,99,Meghalaya,NA,NA,NA,Primary,NA,NA
2654,0.380197257,0.135386363,0.010375368,2015,State,All,Education,state,99,Meghalaya,NA,NA,NA,Secondary,NA,NA
2655,0.164996117,0.032252293,0.00147943,2015,State,All,Education,state,99,Meghalaya,NA,NA,NA,Higher,NA,NA
2656,0.459674597,0.296017826,0.026244475,2015,State,All,Education,state,99,Meghalaya,NA,NA,NA,NA,NA,NA
2930,0.792536676,0.557674766,0.235702381,2015,State,urban/rural,Education,statesector,0,Meghalaya,NA,NA,NA,No education / Preschool,NA,NA
2931,0.715887547,0.462946415,0.175389662,2015,State,urban/rural,Education,statesector,0,Meghalaya,NA,NA,NA,Primary,NA,NA
2932,0.455505461,0.167067379,0.014046725,2015,State,urban/rural,Education,statesector,0,Meghalaya,NA,NA,NA,Secondary,NA,NA
2933,0.25929296,0.052935861,0.003479117,2015,State,urban/rural,Education,statesector,0,Meghalaya,NA,NA,NA,Higher,NA,NA
2934,0.660960197,0.415672481,0.044568464,2015,State,urban/rural,Education,statesector,0,Meghalaya,NA,NA,NA,NA,NA,NA
2935,0.469866753,0.235708296,0.045468673,2015,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,No education / Preschool,NA,NA
2936,0.366430074,0.180409133,0.0288371,2015,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,Primary,NA,NA
2937,0.172859073,0.048162326,0.000267408,2015,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,Secondary,NA,NA
2938,0.09523239,0.016949944,0,2015,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,Higher,NA,NA
2939,0.171383992,0.124642804,0,2015,State,urban/rural,Education,statesector,1,Meghalaya,NA,NA,NA,NA,NA,NA
3118,0.566066325,0.32951647,0.116081215,2015,State,All,Gender,state,99,Meghalaya,NA,NA,NA,NA,1,NA
3119,0.554338515,0.323005289,0.10242378,2015,State,All,Gender,state,99,Meghalaya,NA,NA,NA,NA,2,NA
3230,0.634858489,0.378802329,0.136441335,2015,State,urban/rural,Gender,statesector,0,Meghalaya,NA,NA,NA,NA,1,NA
3231,0.660506904,0.399723858,0.1372834,2015,State,urban/rural,Gender,statesector,0,Meghalaya,NA,NA,NA,NA,2,NA
3232,0.236631289,0.093494356,0.018579841,2015,State,urban/rural,Gender,statesector,1,Meghalaya,NA,NA,NA,NA,1,NA
3233,0.250981241,0.103795521,0.002818586,2015,State,urban/rural,Gender,statesector,1,Meghalaya,NA,NA,NA,NA,2,NA
3382,0.578654826,0.380120158,0.013611656,2015,State,All,HH Size,state,99,Meghalaya,NA,NA,NA,NA,NA,1
3383,0.484063774,0.289175034,0.08034151,2015,State,All,HH Size,state,99,Meghalaya,NA,NA,NA,NA,NA,2 to 3
3384,0.522096217,0.305530101,0.106467202,2015,State,All,HH Size,state,99,Meghalaya,NA,NA,NA,NA,NA,4 to 6
3385,0.641922116,0.368807286,0.130887255,2015,State,All,HH Size,state,99,Meghalaya,NA,NA,NA,NA,NA,7+
3606,0.819565535,0.567368448,0.023050981,2015,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,1
3607,0.622528017,0.391240656,0.112838224,2015,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,2 to 3
3608,0.595664382,0.359321296,0.130417079,2015,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,4 to 6
3609,0.705319762,0.413840443,0.152017787,2015,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,7+
3610,0.231257826,0.110105135,0,2015,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,1
3611,0.147659779,0.041202832,0.001389543,2015,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,2 to 3
3612,0.236507922,0.096715093,0.013494808,2015,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,4 to 6
3613,0.301829457,0.127229899,0.017533902,2015,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,7+
27,0.148598567,0.057503603,0.017597163,2019,State,All,All Households,state,99,Mizoram,NA,NA,NA,NA,NA,NA
86,0.261537105,0.11465691,0.037125126,2019,State,urban/rural,All Households,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
87,0.050763432,0.007993476,0.000680698,2019,State,urban/rural,All Households,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
242,0.337939411,0.171343789,0.04305787,2019,State,All,Age,state,99,Mizoram,NA,NA,15 to 29,NA,NA,NA
243,0.188222095,0.083722465,0.032654632,2019,State,All,Age,state,99,Mizoram,NA,NA,30 to 45,NA,NA,NA
244,0.118004255,0.038743075,0.009615406,2019,State,All,Age,state,99,Mizoram,NA,NA,45 to 64,NA,NA,NA
245,0.10375715,0.027445523,0.004496339,2019,State,All,Age,state,99,Mizoram,NA,NA,65+,NA,NA,NA
246,0,0,0,2019,State,All,Age,state,99,Mizoram,NA,NA,NA,NA,NA,NA
524,0.511478007,0.290140837,0.078206412,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,15 to 29,NA,NA,NA
525,0.311091274,0.157750934,0.064505681,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,30 to 45,NA,NA,NA
526,0.220264062,0.082668103,0.020885002,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,45 to 64,NA,NA,NA
527,0.182824314,0.050933711,0.010369875,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,65+,NA,NA,NA
528,0,0,0,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
529,0.125350133,0.02581434,0,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,15 to 29,NA,NA,NA
530,0.067909747,0.011234475,0.001466384,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,30 to 45,NA,NA,NA
531,0.035707634,0.003393104,0.000545863,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,45 to 64,NA,NA,NA
532,0.043229245,0.009464726,0,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,65+,NA,NA,NA
533,0,0,0,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
781,0.440025538,0.282656848,0.107153535,2019,State,All,Education,state,99,Mizoram,NA,NA,NA,No education / Preschool,NA,NA
782,0.222058356,0.08886046,0.029726859,2019,State,All,Education,state,99,Mizoram,NA,NA,NA,Primary,NA,NA
783,0.093194366,0.018626954,0.001473873,2019,State,All,Education,state,99,Mizoram,NA,NA,NA,Secondary,NA,NA
784,0.022215975,0.003926567,0,2019,State,All,Education,state,99,Mizoram,NA,NA,NA,Higher,NA,NA
785,0.187479839,0.01794138,0,2019,State,All,Education,state,99,Mizoram,NA,NA,NA,NA,NA,NA
1069,0.510475099,0.345194191,0.132887527,2019,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,No education / Preschool,NA,NA
1070,0.307538956,0.137842625,0.049402922,2019,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,Primary,NA,NA
1071,0.170314759,0.038913313,0.003250366,2019,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,Secondary,NA,NA
1072,0.077014178,0.014858248,0,2019,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,Higher,NA,NA
1073,0.396704912,0.040251195,0,2019,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
1074,0.152456164,0.027384467,0.002109433,2019,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,No education / Preschool,NA,NA
1075,0.102653615,0.020439066,0.002242087,2019,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,Primary,NA,NA
1076,0.039976038,0.004627985,0.000247972,2019,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,Secondary,NA,NA
1077,0.00777613,0.001045965,0,2019,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,Higher,NA,NA
1078,0.019222664,0,0,2019,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
1275,0.160146803,0.062965281,0.01983802,2019,State,All,Gender,state,99,Mizoram,NA,NA,NA,NA,1,NA
1276,0.100085467,0.034512807,0.008142387,2019,State,All,Gender,state,99,Mizoram,NA,NA,NA,NA,2,NA
1277,0,0,0,2019,State,All,Gender,state,99,Mizoram,NA,NA,NA,NA,NA,NA
1439,0.273949564,0.121246211,0.039965384,2019,State,urban/rural,Gender,statesector,0,Mizoram,NA,NA,NA,NA,1,NA
1440,0.194225937,0.078856476,0.021659404,2019,State,urban/rural,Gender,statesector,0,Mizoram,NA,NA,NA,NA,2,NA
1441,0,0,0,2019,State,urban/rural,Gender,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
1442,0.05293148,0.008057925,0.000875724,2019,State,urban/rural,Gender,statesector,1,Mizoram,NA,NA,NA,NA,1,NA
1443,0.043377083,0.007801043,0,2019,State,urban/rural,Gender,statesector,1,Mizoram,NA,NA,NA,NA,2,NA
1444,0,0,0,2019,State,urban/rural,Gender,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
1619,0.285219818,0.078630216,0.005284998,2019,State,All,HH Size,state,99,Mizoram,NA,NA,NA,NA,NA,1
1620,0.134670019,0.051266048,0.009461543,2019,State,All,HH Size,state,99,Mizoram,NA,NA,NA,NA,NA,2 to 3
1621,0.134754568,0.054870494,0.018577721,2019,State,All,HH Size,state,99,Mizoram,NA,NA,NA,NA,NA,4 to 6
1622,0.196652576,0.071481861,0.025581015,2019,State,All,HH Size,state,99,Mizoram,NA,NA,NA,NA,NA,7+
1853,0.423006833,0.164015099,0.012496735,2019,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,1
1854,0.228633299,0.100154839,0.019425595,2019,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,2 to 3
1855,0.242295787,0.110462338,0.039031204,2019,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,4 to 6
1856,0.350856006,0.142252326,0.055763189,2019,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,7+
1857,0.184244975,0.016057368,0,2019,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,1
1858,0.048198406,0.006275142,0.00029192,2019,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,2 to 3
1859,0.042664394,0.00726585,0.001062906,2019,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,4 to 6
1860,0.065956883,0.011500089,0,2019,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,7+
1982,0.223907366,0.097377308,0.034024678,2015,State,All,All Households,state,99,Mizoram,NA,NA,NA,NA,NA,NA
2039,0.402854711,0.202603474,0.074798167,2015,State,urban/rural,All Households,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
2040,0.083438627,0.014777667,0.002018608,2015,State,urban/rural,All Households,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
2176,0.451069683,0.276385099,0.10850016,2015,State,All,Age,state,99,Mizoram,NA,NA,15 to 29,NA,NA,NA
2177,0.28360796,0.142726824,0.054571297,2015,State,All,Age,state,99,Mizoram,NA,NA,30 to 45,NA,NA,NA
2178,0.178907245,0.063456647,0.019746866,2015,State,All,Age,state,99,Mizoram,NA,NA,45 to 64,NA,NA,NA
2179,0.16228582,0.048455719,0.011387401,2015,State,All,Age,state,99,Mizoram,NA,NA,65+,NA,NA,NA
2180,0,0,0,2015,State,All,Age,state,99,Mizoram,NA,NA,NA,NA,NA,NA
2421,0.667852521,0.44728598,0.190087259,2015,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,15 to 29,NA,NA,NA
2422,0.472079694,0.273288101,0.107896209,2015,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,30 to 45,NA,NA,NA
2423,0.336991936,0.13779968,0.046312951,2015,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,45 to 64,NA,NA,NA
2424,0.312633723,0.114374965,0.029369939,2015,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,65+,NA,NA,NA
2425,0,0,0,2015,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
2426,0.188656911,0.069511853,0.009740062,2015,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,15 to 29,NA,NA,NA
2427,0.105455577,0.019314136,0.004166077,2015,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,30 to 45,NA,NA,NA
2428,0.066362567,0.010529879,0.000833768,2015,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,45 to 64,NA,NA,NA
2429,0.067078352,0.006712508,0,2015,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,65+,NA,NA,NA
2657,0.473643035,0.28084895,0.131674156,2015,State,All,Education,state,99,Mizoram,NA,NA,NA,No education / Preschool,NA,NA
2658,0.302040637,0.140327036,0.041755609,2015,State,All,Education,state,99,Mizoram,NA,NA,NA,Primary,NA,NA
2659,0.126139611,0.027323226,0.003197209,2015,State,All,Education,state,99,Mizoram,NA,NA,NA,Secondary,NA,NA
2660,0.037551835,0.004589377,0.000617208,2015,State,All,Education,state,99,Mizoram,NA,NA,NA,Higher,NA,NA
2661,0.12576437,0.030721549,0.01487864,2015,State,All,Education,state,99,Mizoram,NA,NA,NA,NA,NA,NA
2940,0.665623605,0.433051854,0.211296156,2015,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,No education / Preschool,NA,NA
2941,0.451756895,0.235340342,0.074147165,2015,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,Primary,NA,NA
2942,0.240480736,0.065022759,0.00818044,2015,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,Secondary,NA,NA
2943,0.134177476,0.025422819,0.003778178,2015,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,Higher,NA,NA
2944,0.270186901,0.093398765,0.057709061,2015,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
2945,0.177389041,0.045977667,0.008805798,2015,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,No education / Preschool,NA,NA
2946,0.12708056,0.029293444,0.003902478,2015,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,Primary,NA,NA
2947,0.058688547,0.005083862,0.000257546,2015,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,Secondary,NA,NA
2948,0.018684795,0.000521457,0,2015,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,Higher,NA,NA
2949,0.075594172,0.008948434,0,2015,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
3120,0.23318103,0.10424418,0.036653489,2015,State,All,Gender,state,99,Mizoram,NA,NA,NA,NA,1,NA
3121,0.179010928,0.06413278,0.021297846,2015,State,All,Gender,state,99,Mizoram,NA,NA,NA,NA,2,NA
3234,0.402029902,0.204795063,0.075463898,2015,State,urban/rural,Gender,statesector,0,Mizoram,NA,NA,NA,NA,1,NA
3235,0.409258097,0.185589492,0.069629945,2015,State,urban/rural,Gender,statesector,0,Mizoram,NA,NA,NA,NA,2,NA
3236,0.083413787,0.015056564,0.002229047,2015,State,urban/rural,Gender,statesector,1,Mizoram,NA,NA,NA,NA,1,NA
3237,0.083528779,0.01376539,0.001254807,2015,State,urban/rural,Gender,statesector,1,Mizoram,NA,NA,NA,NA,2,NA
3386,0.373909593,0.146630973,0.011162426,2015,State,All,HH Size,state,99,Mizoram,NA,NA,NA,NA,NA,1
3387,0.206734955,0.09242782,0.024312122,2015,State,All,HH Size,state,99,Mizoram,NA,NA,NA,NA,NA,2 to 3
3388,0.219109967,0.102005407,0.037952084,2015,State,All,HH Size,state,99,Mizoram,NA,NA,NA,NA,NA,4 to 6
3389,0.237563789,0.087503977,0.031672649,2015,State,All,HH Size,state,99,Mizoram,NA,NA,NA,NA,NA,7+
3614,0.525874197,0.246544972,0.026377242,2015,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,1
3615,0.391581208,0.19259055,0.053523213,2015,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,2 to 3
3616,0.389993489,0.212185025,0.083419211,2015,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,4 to 6
3617,0.432842702,0.184597075,0.069261208,2015,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,7+
3618,0.262420028,0.073328555,0,2015,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,1
3619,0.064144894,0.015162475,0.001778739,2015,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,2 to 3
3620,0.084148817,0.014987242,0.002042847,2015,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,4 to 6
3621,0.084417529,0.011359338,0.002194057,2015,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,7+
28,0.325391531,0.170562267,0.028929243,2019,State,All,All Households,state,99,Nagaland,NA,NA,NA,NA,NA,NA
88,0.393725067,0.221694067,0.038815737,2019,State,urban/rural,All Households,statesector,0,Nagaland,NA,NA,NA,NA,NA,NA
89,0.182553381,0.063680984,0.008263414,2019,State,urban/rural,All Households,statesector,1,Nagaland,NA,NA,NA,NA,NA,NA
247,0.420246273,0.245575383,0.067005739,2019,State,All,Age,state,99,Nagaland,NA,NA,15 to 29,NA,NA,NA
248,0.34396112,0.185270473,0.039603006,2019,State,All,Age,state,99,Nagaland,NA,NA,30 to 45,NA,NA,NA
249,0.281769753,0.136727899,0.018802729,2019,State,All,Age,state,99,Nagaland,NA,NA,45 to 64,NA,NA,NA
250,0.366796911,0.200806662,0.013237158,2019,State,All,Age,state,99,Nagaland,NA,NA,65+,NA,NA,NA
251,0.517568231,0.517568231,0.517568231,2019,State,All,Age,state,99,Nagaland,NA,NA,NA,NA,NA,NA
534,0.484122783,0.295767546,0.081193909,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,15 to 29,NA,NA,NA
535,0.418181151,0.239564359,0.056772888,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,30 to 45,NA,NA,NA
536,0.353175819,0.187842995,0.025188051,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,45 to 64,NA,NA,NA
537,0.41341272,0.244017914,0.01732683,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,65+,NA,NA,NA
538,0.517568231,0.517568231,0.517568231,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,NA,NA,NA,NA
539,0.309418201,0.158490181,0.042388752,2019,State,urban/rural,Age,statesector,1,Nagaland,NA,NA,15 to 29,NA,NA,NA
